"Sorting.code","Mesh.size","Leaf.condition","Genus","latitude","longitude","mean_kd","mean_mean_daily_temp","Citation"
2941,"fine","senesced","Acer",51.95,-7.9,0.00373333333333333,8.1,"Hladyz et al. 2009 Freshwater Biology"
2944,"fine","senesced","Rhododendron",51.95,-7.9,5e-04,8.1,"Hladyz et al. 2009 Freshwater Biology"
2945,"fine","senesced","Alnus",63.8,20.2,0.012025,1.4,"McKie et al. 2009 Oecologia"
2949,"fine","senesced","Larix",46.4911,9.8989,0.00284,1.76,"Robinson et al 2000 JNABS"
2954,"fine","senesced","Alnus",46.4911,9.8989,0.0062,4.8,"Robinson and Gessner 2000 Oecologia"
2955,"coarse","senesced","Alnus",46.4911,9.8989,0.02105,4.8,"Robinson and Gessner 2000 Oecologia"
2957,"coarse","senesced","Alnus",47.21,8.34,0.0477777777777778,7.67777777777778,"Woodward et al. 2012 Science"
2967,"coarse","senesced","Alnus",43.4,-3.27,0.06348,8,"Woodward et al. 2012 Science"
2977,"coarse","senesced","Alnus",44.16,1.68,0.13173,9.65,"Woodward et al. 2012 Science"
2987,"coarse","senesced","Alnus",53.3,-1.83,0.0536,5.47,"Woodward et al. 2012 Science"
2997,"coarse","senesced","Alnus",52.83,-9.08,0.06603,8.7,"Woodward et al. 2012 Science"
3007,"coarse","senesced","Alnus",64.1,20.27,0.00764444444444444,0.644444444444444,"Woodward et al. 2012 Science"
3017,"coarse","senesced","Alnus",49.6,20.16,0.01161,2.68,"Woodward et al. 2012 Science"
3027,"coarse","senesced","Alnus",40.3,-8.22,0.05658,11.41,"Woodward et al. 2012 Science"
3037,"coarse","senesced","Alnus",45.35,25.58,0.0445,4.8,"Woodward et al. 2012 Science"
3047,"coarse","senesced","Alnus",56.07,13.12,0.03445,3.96,"Woodward et al. 2012 Science"
3057,"fine","senesced","Alnus",47.21,8.34,0.01206,7.79,"Woodward et al. 2012 Science"
3067,"fine","senesced","Alnus",43.4,-3.27,0.01438,8,"Woodward et al. 2012 Science"
3077,"fine","senesced","Alnus",44.16,1.68,0.01798,9.65,"Woodward et al. 2012 Science"
3087,"fine","senesced","Alnus",53.3,-1.83,0.03012,5.47,"Woodward et al. 2012 Science"
3097,"fine","senesced","Alnus",52.83,-9.08,0.01433,8.7,"Woodward et al. 2012 Science"
3107,"fine","senesced","Alnus",64.1,20.27,0.00567,0.62,"Woodward et al. 2012 Science"
3117,"fine","senesced","Alnus",49.6,20.16,0.00575,2.68,"Woodward et al. 2012 Science"
3127,"fine","senesced","Alnus",40.3,-8.22,0.01503,11.41,"Woodward et al. 2012 Science"
3137,"fine","senesced","Alnus",45.35,25.58,0.02847,4.8,"Woodward et al. 2012 Science"
3147,"fine","senesced","Alnus",56.07,13.12,0.00876,3.96,"Woodward et al. 2012 Science"
3157,"coarse","senesced","Quercus",47.21,8.34,0.0183333333333333,7.37777777777778,"Woodward et al. 2012 Science"
3167,"coarse","senesced","Quercus",43.4,-3.27,0.0330333333333333,7.8,"Woodward et al. 2012 Science"
3177,"coarse","senesced","Quercus",44.16,1.68,0.0253375,8.0375,"Woodward et al. 2012 Science"
3187,"coarse","senesced","Quercus",53.3,-1.83,0.0146,5.45,"Woodward et al. 2012 Science"
3197,"coarse","senesced","Quercus",52.83,-9.08,0.02045,7.91,"Woodward et al. 2012 Science"
3207,"coarse","senesced","Quercus",64.1,20.27,0.00517,0.62,"Woodward et al. 2012 Science"
3217,"coarse","senesced","Quercus",49.6,20.16,0.00483,2.01,"Woodward et al. 2012 Science"
3227,"coarse","senesced","Quercus",40.3,-8.22,0.0200111111111111,10.2555555555556,"Woodward et al. 2012 Science"
3237,"coarse","senesced","Quercus",45.35,25.58,0.00613,3.17,"Woodward et al. 2012 Science"
3247,"coarse","senesced","Quercus",56.07,13.12,0.01168,2.44,"Woodward et al. 2012 Science"
3257,"fine","senesced","Quercus",47.21,8.34,0.00537777777777778,7.37777777777778,"Woodward et al. 2012 Science"
3267,"fine","senesced","Quercus",43.4,-3.27,0.0206,7.87,"Woodward et al. 2012 Science"
3277,"fine","senesced","Quercus",44.16,1.68,0.00546,7.94,"Woodward et al. 2012 Science"
3288,"fine","senesced","Quercus",53.3,-1.83,0.00748888888888889,5.42222222222222,"Woodward et al. 2012 Science"
3297,"fine","senesced","Quercus",52.83,-9.08,0.00522,7.91,"Woodward et al. 2012 Science"
3307,"fine","senesced","Quercus",64.1,20.27,0.00454,0.62,"Woodward et al. 2012 Science"
3317,"fine","senesced","Quercus",49.6,20.16,0.00243,2.01,"Woodward et al. 2012 Science"
3327,"fine","senesced","Quercus",40.3,-8.22,0.00894,10.3,"Woodward et al. 2012 Science"
3337,"fine","senesced","Quercus",45.35,25.58,0.004,3.17,"Woodward et al. 2012 Science"
3347,"fine","senesced","Quercus",56.07,13.12,0.00308,2.44,"Woodward et al. 2012 Science"
3357,"coarse","senesced","Ulmus",47.7975,8.3244,0.0262,2.3,"Schindler and Gessner 2009 Ecology"
3358,"coarse","senesced","Fraxinus",47.7975,8.3244,0.0172,2.3,"Schindler and Gessner 2009 Ecology"
3359,"coarse","senesced","Alnus",47.7975,8.3244,0.0104,2.3,"Schindler and Gessner 2009 Ecology"
3360,"coarse","senesced","Acer",47.7975,8.3244,0.0122,2.3,"Schindler and Gessner 2009 Ecology"
3361,"coarse","senesced","Salix",47.7975,8.3244,0.0108,2.3,"Schindler and Gessner 2009 Ecology"
3362,"coarse","senesced","Corylus",47.7975,8.3244,0.0076,2.3,"Schindler and Gessner 2009 Ecology"
3363,"coarse","senesced","Platanus",47.7975,8.3244,0.0076,2.3,"Schindler and Gessner 2009 Ecology"
3364,"coarse","senesced","Quercus",47.7975,8.3244,0.0052,2.3,"Schindler and Gessner 2009 Ecology"
3365,"coarse","senesced","Fagus",47.7975,8.3244,0.0037,2.3,"Schindler and Gessner 2009 Ecology"
3367,"fine","senesced","Ulmus",47.7975,8.3244,0.0104,2.3,"Schindler and Gessner 2009 Ecology"
3368,"fine","senesced","Fraxinus",47.7975,8.3244,0.0081,2.3,"Schindler and Gessner 2009 Ecology"
3369,"fine","senesced","Alnus",47.7975,8.3244,0.0039,2.3,"Schindler and Gessner 2009 Ecology"
3370,"fine","senesced","Acer",47.7975,8.3244,0.0085,2.3,"Schindler and Gessner 2009 Ecology"
3371,"fine","senesced","Salix",47.7975,8.3244,0.0054,2.3,"Schindler and Gessner 2009 Ecology"
3372,"fine","senesced","Corylus",47.7975,8.3244,0.0021,2.3,"Schindler and Gessner 2009 Ecology"
3373,"fine","senesced","Platanus",47.7975,8.3244,0.0025,2.3,"Schindler and Gessner 2009 Ecology"
3374,"fine","senesced","Quercus",47.7975,8.3244,0.0031,2.3,"Schindler and Gessner 2009 Ecology"
3375,"fine","senesced","Fagus",47.7975,8.3244,7e-04,2.3,"Schindler and Gessner 2009 Ecology"
3395,"coarse","senesced","Alnus",48.4725,2.7994,0.02175,6.3,"Bruder et al. 2011 Functional Ecology"
3403,"coarse","senesced","Quercus",48.4725,2.7994,0.00925,6.3,"Bruder et al. 2011 Functional Ecology"
3411,"coarse","senesced","Populus",45.9697,12.9053,0.0125,8.5,"Tiegs et al. 2007 JNABS"
3413,"fine","senesced","Populus",45.9697,12.9053,0.009,8.5,"Tiegs et al. 2007 JNABS"
3415,"coarse","senesced","Populus",47.0833,8.8,0.0814426470588235,3.92537313432836,"Tiegs et al. 2009 Oecologia"
3479,"fine","senesced","Populus",47.0833,8.8,0.0817058823529412,3.92537313432836,"Tiegs et al. 2009 Oecologia"
3551,"coarse","senesced","Platanus",36.8964,-2.1381,0.00285,14.2,"Casas & Gessner 1999 Freshwater Biology"
3552,"coarse","senesced","Populus",36.8964,-2.1381,0.0063,14.2,"Casas & Gessner 1999 Freshwater Biology"
3553,"coarse","senesced","Salix",36.8964,-2.1381,0.00545,14.2,"Casas & Gessner 1999 Freshwater Biology"
3559,"coarse","senesced","Alnus",46.4911,9.8992,0.011425,1.575,"Robinson et al. 1998 Freshw Biol, Gessner et al. 1998 J-NABS"
3563,"fine","senesced","Alnus",46.4911,9.8992,0.0033,1.575,"Robinson et al. 1998 Freshw Biol, Gessner et al. 1998 J-NABS"
3567,"coarse","senesced","Acer",35.9667,-83.7119,0.03594,11.72,"Griffiths et al. unpublished"
3572,"coarse","senesced","Liriodendron",35.9667,-83.7119,0.02592,11.72,"Griffiths et al. unpublished"
3577,"coarse","senesced","Quercus",35.9667,-83.7119,0.01234,11.72,"Griffiths et al. unpublished"
3582,"coarse","senesced","Nothofagus",-40.8667,-71,0.01055,9.3,"Buria et al. 2010. Hydrobiologia"
